sep=;
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.50017;2.309989e-06;-3.21998e-07;-2.631988e-06
-0.499096;2.14199e-06;-2.3799799999999998e-07;-2.379989e-06
-0.498021;2.029991e-06;-1.95999e-07;-2.22599e-06
-0.49694699999999997;1.966991e-06;-1.53999e-07;-2.12099e-06
-0.495872;1.8759909999999999e-06;-1.39999e-07;-2.01599e-06
-0.49479799999999996;1.812992e-06;-1.1899899999999999e-07;-1.931991e-06
-0.493724;1.763992e-06;-1.08499e-07;-1.872491e-06
-0.492649;1.7009919999999999e-06;-9.799956800000001e-08;-1.798991e-06
-0.491575;1.641492e-06;-8.7499616e-08;-1.7289919999999999e-06
-0.4905;1.531243e-06;-9.624956800000001e-08;-1.6274919999999999e-06
-0.48942599999999997;1.503243e-06;-8.2249632e-08;-1.5854919999999999e-06
-0.488351;1.475243e-06;-6.999968800000001e-08;-1.545243e-06
-0.48727699999999996;1.420118e-06;-5.1624768000000006e-08;-1.471743e-06
-0.48620199999999997;1.372868e-06;-4.6374792e-08;-1.419243e-06
-0.485128;1.329119e-06;-4.1124816e-08;-1.370243e-06
-0.48405299999999996;1.284494e-06;-4.3312308e-08;-1.327806e-06
-0.482979;1.245994e-06;-3.8499828000000005e-08;-1.284494e-06
-0.481904;1.211432e-06;-3.4124848e-08;-1.245556e-06
-0.48083;1.176869e-06;-2.9312370000000003e-08;-1.206182e-06
-0.479755;1.143838e-06;-2.5593638e-08;-1.169432e-06
-0.47868099999999997;1.112994e-06;-2.1656154e-08;-1.134651e-06
-0.477606;1.08237e-06;-1.7937420000000002e-08;-1.100307e-06
-0.47653199999999996;1.052839e-06;-1.5093683e-08;-1.067932e-06
-0.47545699999999996;1.025932e-06;-1.1593698e-08;-1.0375259999999999e-06
-0.474383;9.99026e-07;-8.312463e-09;-1.0073389999999999e-06
-0.47330799999999995;9.72995e-07;-5.906224e-09;-9.789009999999999e-07
-0.472234;9.48058e-07;-2.8437370000000002e-09;-9.50902e-07
-0.471159;9.248699999999999e-07;0.0;-9.248699999999999e-07
-0.470085;9.010269999999999e-07;1.9687410000000003e-09;-8.99058e-07
-0.46901;8.78933e-07;4.703104e-09;-8.7423e-07
-0.46793599999999996;8.574959999999999e-07;6.890594000000001e-09;-8.50605e-07
-0.466862;8.36715e-07;9.406208e-09;-8.27308e-07
-0.465787;8.17465e-07;1.1593698e-08;-8.05871e-07
-0.464713;7.97121e-07;1.3234317000000001e-08;-7.83887e-07
-0.463638;7.78637e-07;1.5093683e-08;-7.63543e-07
-0.462564;7.60371e-07;1.6734301000000003e-08;-7.43637e-07
-0.461489;7.43965e-07;1.914054e-08;-7.24824e-07
-0.46041499999999996;7.26793e-07;2.0562408e-08;-7.06231e-07
